>>> t = ["MSFT", "SPY", "AAPL", "DIA"]
>>> p1 = Portfolio(t, 12000)
>>> p1.simul_run()
Trading: MSFT for 1800 seconds
Trading: SPY for 1800 seconds
Trading: AAPL for 1800 seconds
Trading: DIA for 1800 seconds
DIA, BUY 4.0, 267.1400146484375, 3000.0, 12:25:14, 1931.43994140625, 4.0 shares
AAPL, BUY 1.0, 392.2149963378906, 3000.0, 12:25:14, 2607.7850036621094, 1.0 shares
SPY, BUY 2.0, 324.2900085449219, 3000.0, 12:25:14, 2351.4199829101562, 2.0 shares
MSFT, BUY 2.0, 211.25999450683594, 3000.0, 12:25:15, 2577.480010986328, 2.0 shares
DIA, SELL 3.0, 267.2049865722656, 3000.2598876953125, 12:26:14, 2733.054901123047, 1.0 shares
AAPL, BUY 2.0, 392.05999755859375, 2999.845001220703, 12:26:14, 1823.6650085449219, 3.0 shares
SPY, SELL 2.0, 324.364990234375, 3000.1499633789062, 12:26:16, 3000.1499633789062, 0.0 shares
MSFT, SELL 2.0, 211.36000061035156, 3000.2000122070312, 12:26:16, 3000.2000122070312, 0.0 shares
DIA, SELL 2.0, 267.2799987792969, 3000.3348999023438, 12:27:16, 3000.3348999023438, 0 shares
AAPL, SELL 2.0, 392.30999755859375, 3000.595001220703, 12:27:16, 2608.2850036621094, 1.0 shares
DIA, BUY 0.0, 267.2799987792969, 3000.3348999023438, 12:28:16, 3000.3348999023438, 0.0 shares
SPY, BUY 0.0, 324.56500244140625, 3000.1499633789062, 12:28:17, 3000.1499633789062, 0.0 shares
AAPL, BUY 0.0, 392.239990234375, 3000.5249938964844, 12:28:17, 2608.2850036621094, 1.0 shares
MSFT, BUY 1.0, 211.5299072265625, 3000.2000122070312, 12:28:18, 2788.6701049804688, 1.0 shares
SPY, BUY 2.0, 324.510009765625, 3000.1499633789062, 12:29:17, 2351.1299438476562, 2.0 shares
DIA, BUY 3.0, 267.2099914550781, 3000.3348999023438, 12:29:18, 2198.7049255371094, 3.0 shares
AAPL, SELL 3.0, 392.4100036621094, 3000.6950073242188, 12:29:19, 3000.6950073242188, 0 shares
MSFT, SELL 1.0, 211.55999755859375, 3000.2301025390625, 12:29:19, 3000.2301025390625, 0.0 shares
SPY, SELL 2.0, 324.54998779296875, 3000.2299194335938, 12:30:18, 3000.2299194335938, 0.0 shares
DIA, SELL 3.0, 267.2650146484375, 3000.499969482422, 12:30:19, 3000.499969482422, 0.0 shares
SPY, BUY 0.0, 324.79998779296875, 3000.2299194335938, 12:33:20, 3000.2299194335938, 0.0 shares
DIA, BUY 1.0, 267.4700012207031, 3000.499969482422, 12:33:21, 2733.0299682617188, 1.0 shares
AAPL, BUY 0.0, 392.8800048828125, 3000.6950073242188, 12:33:24, 3000.6950073242188, 0.0 shares
DIA, SELL 2.0, 267.489990234375, 3000.5199584960938, 12:34:23, 3000.5199584960938, 0 shares
MSFT, BUY 2.0, 211.67999267578125, 3000.2301025390625, 12:34:25, 2576.8701171875, 2.0 shares
SPY, BUY 0.0, 324.7900085449219, 3000.2299194335938, 12:35:22, 3000.2299194335938, 0.0 shares
MSFT, SELL 1.0, 211.76499938964844, 3000.400115966797, 12:35:26, 2788.6351165771484, 1.0 shares
MSFT, SELL 0.0, 211.77000427246094, 3000.4051208496094, 12:36:27, 2788.6351165771484, 1.0 shares
MSFT, SELL 0.0, 211.80999755859375, 3000.445114135742, 12:37:29, 2788.6351165771484, 1.0 shares
DIA, BUY 1.0, 267.6080017089844, 3000.5199584960938, 12:38:26, 2732.9119567871094, 1.0 shares
AAPL, BUY 0.0, 393.3100891113281, 3000.6950073242188, 12:38:29, 3000.6950073242188, 0.0 shares
MSFT, BUY 0.0, 211.8300018310547, 3000.465118408203, 12:38:30, 2788.6351165771484, 1.0 shares
SPY, BUY 0.0, 324.930908203125, 3000.2299194335938, 12:39:25, 3000.2299194335938, 0.0 shares
DIA, BUY 3.0, 267.55999755859375, 3000.471954345703, 12:39:26, 1930.2319641113281, 4.0 shares
MSFT, SELL 1.0, 211.86500549316406, 3000.5001220703125, 12:39:31, 3000.5001220703125, 0.0 shares
SPY, BUY 1.0, 324.90008544921875, 3000.2299194335938, 12:40:26, 2675.329833984375, 1.0 shares
DIA, BUY 1.0, 267.5299987792969, 3000.3519592285156, 12:40:27, 1662.7019653320312, 5.0 shares
AAPL, BUY 0.0, 393.3399963378906, 3000.6950073242188, 12:40:31, 3000.6950073242188, 0.0 shares
MSFT, BUY 0.0, 211.8300018310547, 3000.5001220703125, 12:40:32, 3000.5001220703125, 0.0 shares
SPY, BUY 1.0, 324.8599853515625, 3000.1898193359375, 12:41:27, 2350.4698486328125, 2.0 shares
DIA, BUY 0.0, 267.5299987792969, 3000.3519592285156, 12:41:28, 1662.7019653320312, 5.0 shares
MSFT, BUY 0.0, 211.8195037841797, 3000.5001220703125, 12:41:33, 3000.5001220703125, 0.0 shares
AAPL, BUY 1.0, 393.25, 3000.6950073242188, 12:41:33, 2607.4450073242188, 1.0 shares
SPY, BUY 3.0, 324.7300109863281, 2999.9298706054688, 12:42:29, 1376.2798156738281, 5.0 shares
DIA, BUY 4.0, 267.3800048828125, 2999.6019897460938, 12:42:30, 593.1819458007812, 9.0 shares
MSFT, BUY 0.0, 211.7899932861328, 3000.5001220703125, 12:42:33, 3000.5001220703125, 0.0 shares
AAPL, BUY 0.0, 393.2099914550781, 3000.654998779297, 12:42:35, 2607.4450073242188, 1.0 shares
SPY, SELL 0.0, 324.7301025390625, 2999.9303283691406, 12:43:29, 1376.2798156738281, 5.0 shares
DIA, SELL 3.0, 267.42999267578125, 3000.0518798828125, 12:43:30, 1395.471923828125, 6.0 shares
MSFT, BUY 1.0, 211.72999572753906, 3000.5001220703125, 12:43:34, 2788.7701263427734, 1.0 shares
AAPL, BUY 3.0, 392.8299865722656, 3000.2749938964844, 12:43:36, 1428.9550476074219, 4.0 shares
SPY, SELL 1.0, 324.7749938964844, 3000.15478515625, 12:44:30, 1701.0548095703125, 4.0 shares
DIA, BUY 2.0, 267.4200134277344, 2999.9920043945312, 12:44:32, 860.6318969726562, 8.0 shares
MSFT, SELL 1.0, 211.77499389648438, 3000.545120239258, 12:44:36, 3000.545120239258, 0.0 shares
AAPL, SELL 1.0, 392.9700012207031, 3000.8350524902344, 12:44:38, 1821.925048828125, 3.0 shares
SPY, BUY 0.0, 324.75, 3000.0548095703125, 12:45:31, 1701.0548095703125, 4.0 shares
DIA, BUY 1.0, 267.3299865722656, 2999.2717895507812, 12:45:33, 593.3019104003906, 9.0 shares
MSFT, BUY 0.0, 211.72999572753906, 3000.545120239258, 12:45:37, 3000.545120239258, 0.0 shares
AAPL, BUY 2.0, 392.7900085449219, 3000.2950744628906, 12:45:39, 1036.3450317382812, 5.0 shares
SPY, SELL 3.0, 324.8999938964844, 3000.65478515625, 12:46:31, 2675.7547912597656, 1.0 shares
DIA, SELL 4.0, 267.4200134277344, 3000.08203125, 12:46:34, 1662.9819641113281, 5.0 shares
AAPL, SELL 2.0, 393.0400085449219, 3001.5450744628906, 12:46:40, 1822.425048828125, 3.0 shares
SPY, BUY 1.0, 324.8299865722656, 3000.5847778320312, 12:47:32, 2350.9248046875, 2.0 shares
DIA, BUY 3.0, 267.3500061035156, 2999.7319946289062, 12:47:35, 860.9319458007812, 8.0 shares
AAPL, BUY 0.0, 393.0, 3001.425048828125, 12:47:42, 1822.425048828125, 3.0 shares
DIA, BUY 0.0, 267.4200134277344, 3000.2920532226562, 12:48:36, 860.9319458007812, 8.0 shares
DIA, SELL 0.0, 267.43701171875, 3000.4280395507812, 12:49:38, 860.9319458007812, 8.0 shares
